,0
2142,9.0
2143,3.0
2144,36.0
2145,1.0
2146,9.0
2147,5.0
2148,4.0
2149,5.0
2150,5.0
2151,14.0
2152,8.0
2153,39.0
2154,30.0
2155,1.0
2156,2.0
2157,3.0
2158,4.0
2159,15.0
2160,2.0
2161,3.0
2162,3.0
2163,20.0
2164,2.0
2165,48.0
2166,18.0
2167,6.0
2168,5.0
2169,21.0
2170,1.0
2171,2.0
2172,1.0
2173,4.0
2174,2.0
2175,2.0
2176,1.0
2177,4.0
2178,110.0
2179,5.0
2180,23.0
2181,2.0
2182,81.0
2183,24.0
2184,16.0
2185,16.0
2186,1.0
2187,17.0
2188,15.0
2189,2.0
2190,2.0
2191,8.0
2192,2.0
2193,1.0
2194,9.0
2195,58.0
2196,4.0
2197,8.0
2198,5.0
2199,1.0
2200,5.0
2201,23.0
2202,109.0
2203,17.0
2204,9.0
2205,10.0
2206,69.0
2207,102.0
2208,22.0
2209,3.0
2210,37.0
2211,16.0
2212,7.0
2213,44.0
2214,22.0
2215,2.0
2216,11.0
2217,5.0
2218,3.0
2219,6.0
2220,1.0
2221,1.0
2222,1.0
2223,6.0
2224,5.0
2225,74.0
2226,2.0
2227,2.0
2228,28.0
2229,7.0
2230,2.0
2231,13.0
2232,14.0
2233,1.0
2234,1.0
2235,1.0
2236,1.0
2237,1.0
2238,1.0
2239,1.0
2240,4.0
2241,5.0
2242,43.0
2243,3.0
2244,4.0
2245,13.0
2246,4.0
2247,4.0
2248,19.0
2249,1.0
2250,126.0
2251,1.0
2252,12.0
2253,3.0
2254,2.0
2255,19.0
2256,4.0
2257,19.0
2258,4.0
2259,57.0
2260,1.0
2261,12.0
2262,4.0
2263,3.0
2264,12.0
2265,2.0
2266,2.0
2267,14.0
2268,4.0
2269,4.0
2270,6.0
2271,2.0
2272,35.0
2273,6.0
2274,10.0
2275,2.0
2276,4.0
2277,26.0
2278,1.0
2279,24.0
2280,11.0
2281,25.0
2282,11.0
2283,2.0
2284,8.0
2285,1.0
2286,2.0
2287,16.0
2288,23.0
2289,8.0
2290,4.0
2291,14.0
2292,3.0
2293,2.0
2294,77.0
2295,1.0
2296,1.0
2297,5.0
2298,5.0
2299,4.0
2300,3.0
2301,12.0
2302,69.0
2303,2.0
2304,11.0
2305,6.0
2306,5.0
2307,2.0
2308,11.0
2309,7.0
2310,11.0
2311,3.0
2312,1.0
2313,10.0
2314,2.0
2315,22.0
2316,6.0
2317,98.0
2318,1.0
2319,1.0
2320,43.0
2321,11.0
2322,1.0
2323,1.0
2324,1.0
2325,1.0
2326,1.0
2327,1.0
2328,11.0
2329,2.0
2330,3.0
2331,72.0
2332,8.0
2333,5.0
2334,2.0
2335,2.0
2336,61.0
2337,4.0
2338,3.0
2339,2.0
2340,4.0
2341,8.0
2342,16.0
2343,17.0
2344,2.0
2345,9.0
2346,4.0
2347,1.0
2348,7.0
2349,12.0
2350,2.0
2351,21.0
2352,1.0
2353,22.0
2354,9.0
2355,3.0
2356,36.0
2357,68.0
2358,4.0
2359,14.0
2360,5.0
2361,126.0
2362,104.0
2363,4.0
2364,1.0
2365,13.0
2366,12.0
2367,2.0
2368,3.0
2369,2.0
2370,14.0
2371,10.0
2372,2.0
2373,31.0
2374,10.0
2375,136.0
2376,1.0
2377,2.0
2378,1.0
2379,1.0
2380,2.0
2381,3.0
2382,8.0
2383,13.0
2384,35.0
2385,1.0
2386,9.0
2387,44.0
2388,16.0
2389,4.0
2390,2.0
2391,19.0
2392,39.0
2393,7.0
2394,2.0
2395,9.0
2396,2.0
2397,4.0
2398,5.0
2399,123.0
2400,2.0
2401,14.0
2402,16.0
2403,86.0
2404,26.0
2405,2.0
2406,44.0
2407,20.0
2408,1.0
2409,8.0
2410,1.0
2411,3.0
2412,3.0
2413,4.0
2414,33.0
2415,1.0
2416,36.0
2417,35.0
2418,11.0
2419,29.0
2420,1.0
2421,8.0
2422,1.0
2423,5.0
2424,66.0
2425,8.0
2426,1.0
2427,113.0
2428,4.0
2429,10.0
2430,5.0
2431,40.0
2432,94.0
2433,3.0
2434,19.0
2435,63.0
2436,5.0
2437,4.0
2438,5.0
2439,1.0
2440,2.0
2441,87.0
2442,1.0
2443,9.0
2444,2.0
2445,61.0
2446,20.0
2447,64.0
2448,3.0
2449,2.0
2450,2.0
2451,10.0
2452,59.0
2453,8.0
2454,4.0
2455,1.0
2456,5.0
2457,13.0
2458,1.0
2459,9.0
2460,10.0
2461,4.0
2462,3.0
2463,15.0
2464,6.0
2465,5.0
2466,9.0
2467,4.0
2468,2.0
2469,1.0
2470,22.0
2471,2.0
2472,43.0
2473,8.0
2474,3.0
2475,11.0
2476,21.0
2477,6.0
2478,7.0
2479,25.0
2480,3.0
2481,3.0
2482,2.0
2483,6.0
2484,8.0
2485,6.0
2486,3.0
2487,3.0
2488,1.0
2489,64.0
2490,12.0
2491,5.0
2492,1.0
2493,2.0
2494,5.0
2495,36.0
2496,3.0
2497,9.0
2498,5.0
2499,5.0
2500,6.0
2501,16.0
2502,6.0
2503,4.0
2504,3.0
2505,3.0
2506,11.0
2507,2.0
2508,3.0
2509,32.0
2510,4.0
2511,3.0
2512,4.0
2513,27.0
2514,2.0
2515,9.0
2516,2.0
2517,116.0
2518,10.0
2519,53.0
2520,7.0
2521,13.0
2522,42.0
2523,56.0
2524,4.0
2525,3.0
2526,3.0
2527,11.0
2528,7.0
2529,52.0
2530,3.0
2531,1.0
2532,6.0
2533,115.0
2534,90.0
2535,19.0
2536,20.0
2537,125.0
2538,45.0
2539,1.0
2540,2.0
2541,22.0
2542,127.0
2543,9.0
2544,71.0
2545,3.0
2546,11.0
2547,3.0
2548,5.0
2549,1.0
2550,15.0
2551,4.0
2552,28.0
2553,3.0
2554,16.0
2555,2.0
2556,6.0
2557,9.0
2558,13.0
2559,4.0
2560,2.0
2561,43.0
2562,4.0
2563,19.0
2564,6.0
2565,2.0
2566,6.0
2567,38.0
2568,55.0
2569,1.0
2570,10.0
2571,1.0
2572,1.0
2573,1.0
2574,5.0
2575,2.0
2576,4.0
2577,1.0
2578,4.0
2579,6.0
2580,4.0
2581,1.0
2582,7.0
2583,3.0
2584,92.0
2585,37.0
2586,103.0
2587,6.0
2588,7.0
2589,6.0
2590,25.0
2591,5.0
2592,1.0
2593,3.0
2594,105.0
2595,10.0
2596,5.0
2597,8.0
2598,15.0
2599,2.0
2600,12.0
2601,4.0
2602,9.0
2603,2.0
2604,5.0
2605,2.0
2606,4.0
2607,11.0
2608,8.0
2609,4.0
2610,5.0
2611,6.0
2612,3.0
2613,10.0
2614,1.0
2615,2.0
2616,19.0
2617,2.0
2618,5.0
2619,1.0
2620,3.0
2621,1.0
2622,13.0
2623,47.0
2624,28.0
2625,6.0
2626,6.0
2627,124.0
2628,105.0
2629,7.0
2630,6.0
2631,1.0
2632,2.0
2633,3.0
2634,118.0
2635,12.0
2636,108.0
2637,8.0
2638,23.0
2639,6.0
2640,2.0
2641,4.0
2642,28.0
2643,6.0
2644,25.0
2645,4.0
2646,1.0
2647,8.0
2648,12.0
2649,3.0
2650,10.0
2651,6.0
2652,9.0
2653,50.0
2654,2.0
2655,1.0
2656,4.0
2657,7.0
2658,59.0
2659,10.0
2660,1.0
2661,1.0
2662,3.0
2663,121.0
2664,24.0
2665,3.0
2666,2.0
2667,2.0
2668,3.0
2669,1.0
2670,17.0
2671,1.0
2672,1.0
2673,2.0
2674,1.0
2675,11.0
2676,18.0
2677,2.0
2678,4.0
2679,2.0
2680,5.0
2681,2.0
2682,40.0
2683,29.0
2684,21.0
2685,2.0
2686,2.0
2687,8.0
2688,2.0
2689,3.0
2690,4.0
2691,12.0
2692,1.0
2693,2.0
2694,4.0
2695,4.0
2696,47.0
2697,15.0
2698,7.0
2699,17.0
2700,12.0
2701,7.0
2702,4.0
2703,7.0
2704,4.0
2705,17.0
2706,4.0
2707,4.0
2708,3.0
2709,8.0
2710,11.0
2711,5.0
2712,8.0
2713,2.0
2714,1.0
2715,8.0
2716,4.0
2717,1.0
2718,39.0
2719,20.0
2720,12.0
2721,7.0
2722,2.0
2723,26.0
2724,13.0
2725,109.0
2726,1.0
2727,1.0
2728,1.0
2729,2.0
2730,20.0
2731,2.0
2732,15.0
2733,68.0
2734,24.0
2735,1.0
2736,87.0
2737,19.0
2738,2.0
2739,8.0
2740,1.0
2741,1.0
2742,1.0
2743,1.0
2744,1.0
2745,1.0
2746,1.0
2747,1.0
2748,1.0
2749,1.0
2750,1.0
2751,1.0
2752,1.0
2753,5.0
2754,44.0
2755,2.0
2756,23.0
2757,2.0
2758,5.0
2759,1.0
2760,2.0
2761,36.0
2762,1.0
2763,2.0
2764,1.0
2765,1.0
2766,3.0
2767,8.0
2768,4.0
2769,3.0
2770,3.0
2771,4.0
2772,11.0
2773,22.0
2774,25.0
2775,25.0
2776,1.0
2777,1.0
2778,3.0
2779,76.0
2780,12.0
2781,2.0
2782,9.0
2783,4.0
2784,2.0
2785,7.0
2786,5.0
2787,122.0
2788,18.0
2789,13.0
2790,3.0
2791,10.0
2792,77.0
2793,3.0
2794,1.0
2795,3.0
2796,1.0
2797,3.0
2798,14.0
2799,4.0
2800,17.0
2801,3.0
2802,43.0
2803,27.0
2804,24.0
2805,1.0
2806,9.0
2807,23.0
2808,7.0
2809,1.0
2810,72.0
2811,21.0
2812,1.0
2813,1.0
2814,5.0
2815,1.0
2816,7.0
2817,6.0
2818,3.0
2819,1.0
2820,19.0
2821,79.0
2822,3.0
2823,1.0
2824,55.0
2825,22.0
2826,5.0
2827,11.0
2828,6.0
2829,6.0
2830,3.0
2831,5.0
2832,4.0
2833,2.0
2834,3.0
2835,6.0
2836,1.0
2837,5.0
2838,3.0
2839,6.0
2840,4.0
2841,34.0
2842,5.0
2843,2.0
2844,1.0
2845,28.0
2846,2.0
2847,3.0
2848,17.0
2849,1.0
2850,7.0
2851,4.0
2852,4.0
2853,2.0
2854,98.0
2855,3.0
2856,6.0
2857,9.0
2858,2.0
2859,1.0
2860,3.0
2861,102.0
2862,4.0
2863,1.0
2864,8.0
2865,10.0
2866,1.0
2867,1.0
2868,2.0
2869,2.0
2870,4.0
2871,1.0
2872,1.0
2873,1.0
2874,1.0
2875,1.0
2876,1.0
2877,1.0
2878,1.0
2879,1.0
2880,1.0
2881,1.0
2882,2.0
2883,21.0
2884,7.0
2885,19.0
2886,19.0
2887,1.0
2888,6.0
2889,8.0
2890,2.0
2891,27.0
2892,24.0
2893,8.0
2894,2.0
2895,13.0
2896,19.0
2897,1.0
2898,89.0
2899,2.0
2900,36.0
2901,3.0
2902,19.0
2903,6.0
2904,4.0
2905,1.0
2906,5.0
2907,3.0
2908,11.0
2909,1.0
2910,3.0
2911,12.0
2912,32.0
2913,2.0
2914,15.0
2915,7.0
2916,7.0
2917,8.0
2918,7.0
2919,11.0
2920,2.0
2921,5.0
2922,4.0
2923,136.0
2924,7.0
2925,12.0
2926,3.0
2927,66.0
2928,96.0
2929,1.0
2930,4.0
2931,4.0
2932,3.0
2933,58.0
2934,102.0
2935,9.0
2936,4.0
2937,11.0
2938,3.0
2939,1.0
2940,15.0
2941,2.0
2942,2.0
2943,5.0
2944,28.0
2945,1.0
2946,37.0
2947,35.0
2948,1.0
2949,100.0
2950,9.0
2951,2.0
2952,2.0
2953,5.0
2954,1.0
2955,50.0
2956,8.0
2957,3.0
2958,57.0
2959,1.0
2960,7.0
2961,65.0
2962,37.0
2963,7.0
2964,2.0
2965,5.0
2966,2.0
2967,4.0
2968,6.0
2969,42.0
2970,15.0
2971,2.0
2972,3.0
2973,3.0
2974,8.0
2975,6.0
2976,8.0
2977,45.0
2978,4.0
2979,3.0
2980,3.0
2981,13.0
2982,7.0
2983,130.0
2984,136.0
2985,5.0
2986,9.0
2987,16.0
2988,7.0
2989,1.0
2990,1.0
2991,4.0
2992,4.0
2993,1.0
2994,1.0
2995,1.0
2996,2.0
2997,1.0
2998,3.0
2999,4.0
3000,2.0
3001,12.0
3002,10.0
3003,2.0
3004,4.0
3005,6.0
3006,2.0
3007,6.0
3008,3.0
3009,2.0
3010,4.0
3011,2.0
3012,1.0
3013,4.0
3014,3.0
3015,5.0
3016,3.0
3017,4.0
3018,6.0
3019,2.0
3020,2.0
3021,4.0
3022,5.0
3023,9.0
3024,25.0
3025,8.0
3026,5.0
3027,78.0
3028,1.0
3029,2.0
3030,3.0
3031,2.0
3032,5.0
3033,10.0
3034,1.0
3035,10.0
3036,2.0
3037,81.0
3038,10.0
3039,4.0
3040,33.0
3041,16.0
3042,13.0
3043,15.0
3044,1.0
3045,24.0
3046,2.0
3047,37.0
3048,47.0
3049,113.0
3050,1.0
3051,1.0
3052,3.0
3053,1.0
3054,8.0
3055,25.0
3056,6.0
3057,71.0
3058,13.0
3059,42.0
3060,10.0
3061,4.0
3062,3.0
3063,18.0
3064,3.0
3065,6.0
3066,6.0
3067,97.0
3068,16.0
3069,9.0
3070,15.0
3071,59.0
3072,70.0
3073,15.0
3074,7.0
3075,21.0
3076,4.0
3077,5.0
3078,4.0
3079,4.0
3080,66.0
3081,3.0
3082,9.0
3083,1.0
3084,51.0
3085,7.0
3086,1.0
3087,7.0
3088,18.0
3089,2.0
3090,1.0
3091,14.0
3092,2.0
3093,6.0
3094,13.0
3095,15.0
3096,7.0
3097,2.0
3098,13.0
3099,2.0
3100,17.0
3101,6.0
3102,3.0
3103,5.0
3104,8.0
3105,2.0
3106,7.0
3107,1.0
3108,1.0
3109,2.0
3110,2.0
3111,12.0
3112,7.0
3113,16.0
3114,1.0
3115,10.0
3116,1.0
3117,3.0
3118,6.0
3119,12.0
3120,50.0
3121,5.0
3122,10.0
3123,3.0
3124,52.0
3125,1.0
3126,33.0
3127,14.0
3128,5.0
3129,3.0
3130,2.0
3131,80.0
3132,12.0
3133,13.0
3134,28.0
3135,19.0
3136,6.0
3137,10.0
3138,2.0
3139,4.0
3140,9.0
3141,39.0
3142,72.0
3143,2.0
3144,2.0
3145,12.0
3146,1.0
3147,6.0
3148,17.0
3149,1.0
3150,2.0
3151,6.0
3152,9.0
3153,11.0
3154,35.0
3155,30.0
3156,2.0
3157,4.0
3158,21.0
3159,1.0
3160,5.0
3161,30.0
3162,1.0
3163,4.0
3164,6.0
3165,6.0
3166,8.0
3167,11.0
3168,29.0
3169,15.0
3170,41.0
3171,17.0
3172,21.0
3173,10.0
3174,1.0
3175,2.0
3176,71.0
3177,11.0
3178,1.0
3179,25.0
3180,9.0
3181,3.0
3182,4.0
3183,3.0
3184,4.0
3185,4.0
3186,2.0
3187,1.0
3188,2.0
3189,4.0
3190,2.0
3191,4.0
3192,3.0
3193,3.0
3194,3.0
3195,3.0
3196,3.0
3197,4.0
3198,3.0
3199,2.0
3200,2.0
3201,1.0
3202,2.0
3203,3.0
3204,4.0
3205,2.0
3206,5.0
3207,1.0
3208,4.0
3209,2.0
3210,1.0
3211,14.0
3212,8.0
3213,3.0
3214,4.0
3215,2.0
3216,11.0
3217,1.0
3218,4.0
3219,1.0
3220,29.0
3221,1.0
3222,14.0
3223,1.0
3224,11.0
3225,4.0
3226,19.0
3227,5.0
3228,9.0
3229,11.0
3230,83.0
3231,4.0
3232,13.0
3233,2.0
3234,10.0
3235,30.0
3236,2.0
3237,3.0
3238,6.0
3239,22.0
3240,2.0
3241,2.0
3242,10.0
3243,4.0
3244,2.0
3245,3.0
3246,55.0
3247,7.0
3248,1.0
3249,1.0
3250,94.0
3251,3.0
3252,1.0
3253,122.0
3254,112.0
3255,9.0
3256,5.0
3257,2.0
3258,1.0
3259,1.0
3260,122.0
3261,8.0
3262,1.0
3263,1.0
3264,1.0
3265,2.0
3266,3.0
3267,2.0
3268,58.0
3269,4.0
3270,6.0
3271,6.0
3272,41.0
3273,1.0
3274,4.0
3275,53.0
3276,2.0
3277,50.0
3278,34.0
3279,8.0
3280,2.0
3281,2.0
3282,7.0
3283,26.0
3284,2.0
3285,26.0
3286,10.0
3287,5.0
3288,1.0
3289,8.0
3290,4.0
3291,5.0
3292,3.0
3293,3.0
3294,90.0
3295,99.0
3296,4.0
3297,7.0
3298,24.0
3299,3.0
3300,2.0
3301,4.0
3302,5.0
3303,4.0
3304,47.0
3305,5.0
3306,41.0
3307,63.0
3308,5.0
3309,14.0
3310,1.0
3311,10.0
3312,3.0
3313,2.0
3314,16.0
3315,3.0
3316,1.0
3317,1.0
3318,19.0
3319,6.0
3320,34.0
3321,51.0
3322,7.0
3323,16.0
3324,10.0
3325,2.0
3326,2.0
3327,7.0
3328,7.0
3329,4.0
3330,1.0
3331,5.0
3332,46.0
3333,85.0
3334,1.0
3335,39.0
3336,117.0
3337,7.0
3338,7.0
3339,1.0
3340,102.0
3341,6.0
3342,4.0
3343,3.0
3344,2.0
3345,3.0
3346,1.0
3347,100.0
3348,3.0
3349,4.0
3350,34.0
3351,2.0
3352,6.0
3353,4.0
3354,3.0
3355,14.0
3356,3.0
3357,3.0
3358,3.0
3359,18.0
3360,9.0
3361,5.0
3362,3.0
3363,8.0
3364,1.0
3365,5.0
3366,12.0
3367,25.0
3368,25.0
3369,2.0
3370,1.0
3371,4.0
3372,7.0
3373,3.0
3374,45.0
3375,2.0
3376,13.0
3377,59.0
3378,19.0
3379,1.0
3380,97.0
3381,38.0
3382,40.0
3383,92.0
3384,1.0
3385,1.0
3386,2.0
3387,13.0
3388,2.0
3389,4.0
3390,3.0
3391,1.0
3392,26.0
3393,4.0
3394,23.0
3395,2.0
3396,2.0
3397,39.0
3398,3.0
3399,22.0
3400,1.0
3401,2.0
3402,17.0
3403,21.0
3404,53.0
3405,1.0
3406,105.0
3407,1.0
3408,16.0
3409,14.0
3410,3.0
3411,7.0
3412,7.0
3413,9.0
3414,8.0
3415,1.0
3416,1.0
3417,10.0
3418,4.0
3419,31.0
3420,16.0
3421,14.0
3422,3.0
3423,8.0
3424,30.0
3425,16.0
3426,3.0
3427,7.0
3428,7.0
3429,1.0
3430,14.0
3431,3.0
3432,3.0
3433,14.0
3434,24.0
3435,15.0
3436,24.0
3437,2.0
3438,116.0
3439,9.0
3440,2.0
3441,3.0
3442,12.0
3443,9.0
3444,4.0
3445,2.0
3446,6.0
3447,6.0
3448,2.0
3449,2.0
3450,3.0
3451,6.0
3452,38.0
3453,5.0
3454,1.0
3455,99.0
3456,1.0
3457,31.0
3458,5.0
3459,1.0
3460,17.0
3461,2.0
3462,2.0
3463,15.0
3464,2.0
3465,1.0
3466,4.0
3467,3.0
3468,5.0
3469,2.0
3470,2.0
3471,9.0
3472,5.0
3473,9.0
3474,4.0
3475,8.0
3476,3.0
3477,67.0
3478,5.0
3479,5.0
3480,6.0
3481,4.0
3482,4.0
3483,3.0
3484,1.0
3485,9.0
3486,7.0
3487,15.0
3488,54.0
3489,2.0
3490,5.0
3491,2.0
3492,93.0
3493,25.0
3494,4.0
3495,6.0
3496,14.0
3497,12.0
3498,16.0
3499,30.0
3500,1.0
3501,54.0
3502,26.0
3503,1.0
3504,1.0
3505,2.0
3506,1.0
3507,2.0
3508,6.0
3509,7.0
3510,8.0
3511,3.0
3512,46.0
3513,3.0
3514,60.0
3515,1.0
3516,3.0
3517,3.0
3518,26.0
3519,80.0
3520,49.0
3521,13.0
3522,1.0
3523,12.0
3524,45.0
3525,5.0
3526,54.0
3527,3.0
3528,5.0
3529,11.0
3530,7.0
3531,1.0
3532,12.0
3533,3.0
3534,76.0
3535,5.0
3536,13.0
3537,2.0
3538,4.0
3539,2.0
3540,1.0
3541,6.0
3542,2.0
3543,5.0
3544,1.0
3545,23.0
3546,38.0
3547,4.0
3548,6.0
3549,2.0
3550,3.0
3551,16.0
3552,20.0
3553,4.0
3554,1.0
3555,24.0
3556,3.0
3557,1.0
3558,55.0
3559,2.0
3560,9.0
3561,49.0
3562,1.0
3563,2.0
3564,1.0
3565,5.0
3566,5.0
3567,4.0
3568,1.0
3569,1.0
3570,33.0
3571,2.0
3572,94.0
3573,11.0
3574,9.0
3575,3.0
3576,7.0
3577,5.0
3578,20.0
3579,1.0
3580,2.0
3581,2.0
3582,5.0
3583,3.0
3584,3.0
3585,2.0
3586,2.0
3587,3.0
3588,1.0
3589,4.0
3590,4.0
3591,1.0
3592,13.0
3593,122.0
3594,11.0
3595,3.0
3596,3.0
3597,2.0
3598,5.0
3599,18.0
3600,3.0
3601,3.0
3602,1.0
3603,25.0
3604,1.0
3605,5.0
3606,7.0
3607,42.0
3608,75.0
3609,2.0
3610,2.0
3611,4.0
3612,104.0
3613,8.0
3614,7.0
3615,1.0
3616,1.0
3617,4.0
3618,1.0
3619,5.0
3620,6.0
3621,10.0
3622,6.0
3623,23.0
3624,1.0
3625,1.0
3626,4.0
3627,2.0
3628,6.0
3629,2.0
3630,1.0
3631,2.0
3632,1.0
3633,2.0
3634,21.0
3635,14.0
3636,85.0
3637,3.0
3638,2.0
3639,2.0
3640,2.0
3641,5.0
3642,27.0
3643,12.0
3644,1.0
3645,17.0
3646,6.0
3647,1.0
3648,6.0
3649,1.0
3650,7.0
3651,4.0
3652,6.0
3653,14.0
3654,1.0
3655,64.0
3656,4.0
3657,1.0
3658,4.0
3659,11.0
3660,4.0
3661,1.0
3662,8.0
3663,2.0
3664,31.0
3665,10.0
3666,16.0
3667,39.0
3668,19.0
3669,15.0
3670,1.0
3671,4.0
3672,83.0
3673,5.0
3674,2.0
3675,20.0
3676,8.0
3677,3.0
3678,5.0
3679,2.0
3680,1.0
3681,25.0
3682,21.0
3683,3.0
3684,6.0
3685,1.0
3686,24.0
3687,8.0
3688,108.0
3689,46.0
3690,2.0
3691,3.0
3692,4.0
3693,1.0
3694,58.0
3695,3.0
3696,2.0
3697,5.0
3698,14.0
3699,4.0
3700,1.0
3701,8.0
3702,1.0
3703,2.0
3704,3.0
3705,73.0
3706,1.0
3707,32.0
3708,1.0
3709,1.0
3710,7.0
3711,1.0
3712,4.0
3713,2.0
3714,2.0
3715,2.0
3716,14.0
3717,3.0
3718,9.0
3719,5.0
3720,30.0
3721,4.0
3722,5.0
3723,2.0
3724,7.0
3725,19.0
3726,5.0
3727,5.0
3728,12.0
3729,42.0
3730,4.0
3731,1.0
3732,91.0
3733,4.0
3734,7.0
3735,1.0
3736,24.0
3737,7.0
3738,1.0
3739,1.0
3740,2.0
3741,12.0
3742,5.0
3743,22.0
3744,27.0
3745,2.0
3746,4.0
3747,6.0
3748,11.0
3749,1.0
3750,17.0
3751,2.0
3752,5.0
3753,58.0
3754,31.0
3755,13.0
3756,50.0
3757,4.0
3758,1.0
3759,5.0
3760,37.0
3761,1.0
3762,2.0
3763,2.0
3764,65.0
3765,3.0
3766,2.0
3767,2.0
3768,4.0
3769,1.0
3770,19.0
3771,2.0
3772,8.0
3773,5.0
3774,23.0
3775,3.0
3776,4.0
3777,45.0
3778,9.0
3779,1.0
3780,5.0
3781,59.0
3782,2.0
3783,8.0
3784,6.0
3785,6.0
3786,1.0
3787,114.0
3788,19.0
3789,6.0
3790,8.0
3791,92.0
3792,3.0
3793,3.0
3794,2.0
3795,7.0
3796,4.0
3797,1.0
3798,4.0
3799,1.0
3800,2.0
3801,40.0
3802,3.0
3803,5.0
3804,10.0
3805,1.0
3806,1.0
3807,15.0
3808,6.0
3809,3.0
3810,4.0
3811,10.0
3812,27.0
3813,7.0
3814,2.0
3815,4.0
3816,4.0
3817,15.0
3818,3.0
3819,7.0
3820,1.0
3821,2.0
3822,10.0
3823,15.0
3824,2.0
3825,3.0
3826,3.0
3827,2.0
3828,21.0
3829,17.0
3830,3.0
3831,12.0
3832,2.0
3833,37.0
3834,1.0
3835,30.0
3836,90.0
3837,1.0
3838,6.0
3839,3.0
3840,3.0
3841,80.0
3842,8.0
3843,6.0
3844,10.0
3845,2.0
3846,1.0
3847,4.0
3848,1.0
3849,8.0
3850,31.0
3851,2.0
3852,1.0
3853,4.0
3854,1.0
3855,1.0
3856,2.0
3857,2.0
3858,1.0
3859,11.0
3860,3.0
3861,13.0
3862,4.0
3863,6.0
3864,3.0
3865,2.0
3866,15.0
3867,5.0
3868,49.0
3869,5.0
3870,21.0
3871,1.0
3872,2.0
3873,9.0
3874,3.0
3875,2.0
3876,2.0
3877,35.0
3878,116.0
3879,4.0
3880,1.0
3881,1.0
3882,8.0
3883,7.0
3884,2.0
3885,11.0
3886,4.0
3887,29.0
3888,15.0
3889,1.0
3890,7.0
3891,3.0
3892,6.0
3893,4.0
3894,12.0
3895,14.0
3896,3.0
3897,6.0
3898,4.0
3899,11.0
3900,4.0
3901,7.0
3902,33.0
3903,4.0
3904,3.0
3905,31.0
3906,55.0
3907,1.0
3908,1.0
3909,11.0
3910,1.0
3911,4.0
3912,3.0
3913,3.0
3914,6.0
3915,2.0
3916,21.0
3917,6.0
3918,8.0
3919,18.0
3920,1.0
3921,5.0
3922,1.0
3923,3.0
3924,26.0
3925,9.0
3926,11.0
3927,1.0
3928,35.0
3929,7.0
3930,7.0
3931,14.0
3932,2.0
3933,1.0
3934,3.0
3935,2.0
3936,3.0
3937,45.0
3938,10.0
3939,3.0
3940,2.0
3941,8.0
3942,2.0
3943,2.0
3944,14.0
3945,2.0
3946,16.0
3947,2.0
3948,2.0
3949,15.0
3950,1.0
3951,2.0
3952,124.0
3953,2.0
3954,29.0
3955,4.0
3956,58.0
3957,5.0
3958,10.0
3959,3.0
3960,20.0
3961,12.0
3962,2.0
3963,2.0
3964,22.0
3965,120.0
3966,1.0
3967,2.0
3968,1.0
3969,3.0
3970,7.0
3971,78.0
3972,1.0
3973,1.0
3974,1.0
3975,1.0
3976,1.0
3977,1.0
3978,1.0
3979,1.0
3980,1.0
3981,1.0
3982,1.0
3983,1.0
3984,1.0
3985,1.0
3986,1.0
3987,1.0
3988,1.0
3989,1.0
3990,1.0
3991,1.0
3992,1.0
3993,1.0
3994,1.0
3995,1.0
3996,1.0
3997,1.0
3998,1.0
3999,1.0
4000,1.0
4001,1.0
4002,1.0
4003,1.0
4004,1.0
4005,1.0
4006,1.0
4007,1.0
4008,1.0
4009,1.0
4010,1.0
4011,1.0
4012,1.0
4013,1.0
4014,1.0
4015,1.0
4016,1.0
4017,22.0
4018,1.0
4019,101.0
4020,1.0
4021,1.0
4022,1.0
4023,1.0
4024,1.0
4025,1.0
4026,1.0
4027,1.0
4028,1.0
4029,1.0
4030,1.0
4031,1.0
4032,1.0
4033,1.0
4034,1.0
4035,1.0
4036,1.0
4037,1.0
4038,1.0
4039,1.0
4040,1.0
4041,1.0
4042,1.0
4043,1.0
4044,1.0
4045,1.0
4046,1.0
4047,1.0
4048,1.0
4049,1.0
4050,1.0
4051,1.0
4052,1.0
4053,1.0
4054,1.0
4055,1.0
4056,1.0
4057,9.0
4058,96.0
4059,2.0
4060,1.0
4061,1.0
4062,3.0
4063,3.0
4064,2.0
4065,1.0
4066,2.0
4067,14.0
4068,6.0
4069,22.0
4070,3.0
4071,1.0
4072,9.0
4073,1.0
4074,39.0
4075,3.0
4076,2.0
4077,1.0
4078,3.0
4079,1.0
4080,31.0
4081,5.0
4082,9.0
4083,5.0
4084,3.0
4085,3.0
4086,35.0
4087,5.0
4088,8.0
4089,2.0
4090,2.0
4091,3.0
4092,3.0
4093,3.0
4094,2.0
4095,15.0
4096,8.0
4097,1.0
4098,5.0
4099,5.0
4100,5.0
4101,6.0
4102,2.0
4103,9.0
4104,105.0
4105,2.0
4106,5.0
4107,10.0
4108,58.0
4109,1.0
4110,13.0
4111,4.0
4112,33.0
4113,2.0
4114,36.0
4115,3.0
4116,13.0
4117,14.0
4118,4.0
4119,4.0
4120,15.0
4121,10.0
4122,17.0
4123,16.0
4124,4.0
4125,4.0
4126,15.0
4127,25.0
4128,28.0
4129,1.0
4130,2.0
4131,9.0
4132,1.0
4133,9.0
4134,28.0
4135,5.0
4136,7.0
4137,2.0
4138,42.0
4139,10.0
4140,13.0
